run_id,dataset_id,method_id,noise_condition_id,noise_sigma,replication_id,perturbation_seed,data_seed,status,scientific_evidence_eligible,primary_stability_eligible,bottleneck_distance,wasserstein_distance,coverage_fraction,n_nodes,n_edges,n_components,beta_0_graph,beta_1_graph,beta_0_nerve,beta_1_nerve,wall_time_seconds,cpu_time_seconds
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep17__0e1b4825efb499b3,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,17,315409796.0,42,success,True,True,0.8792572572534265,4.2211199477823325,0.9518072289156626,138.0,45.0,93.0,93.0,0.0,93.0,0.0,5.284824544000003,5.284251487999995
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep18__46a7d5c4af0707a4,swiss_roll_with_hole,conventional,sigma_0.05,0.05,18,1195468474.0,42,success,True,True,0.6083902160069963,4.7057340476137615,0.9500223114680946,153.0,69.0,84.0,84.0,0.0,84.0,0.0,0.03357688099913503,0.033574576000034995
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep18__1fca655699e2598e,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,18,1195468474.0,42,success,True,True,0.6381855503564227,3.891096411342809,0.9500223114680946,137.0,53.0,84.0,84.0,0.0,84.0,0.0,5.210180040000523,5.209595409999963
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep19__30a0d6cad872a9e3,swiss_roll_with_hole,conventional,sigma_0.05,0.05,19,1077898583.0,42,success,True,True,0.9243512928964641,4.118157761214787,0.9460062472110665,138.0,55.0,83.0,83.0,0.0,83.0,0.0,0.029966355999931693,0.029969207000021925
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep19__b677a563b93dd910,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,19,1077898583.0,42,success,True,True,0.4437995706639093,3.721139748579796,0.9460062472110665,127.0,44.0,83.0,83.0,0.0,83.0,0.0,4.810557750000044,4.810159156999987
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep20__940658b96c9fc7b3,swiss_roll_with_hole,conventional,sigma_0.05,0.05,20,981045307.0,42,success,True,True,0.2960523384656568,2.950161815016002,0.9477911646586346,130.0,54.0,76.0,76.0,0.0,76.0,0.0,0.030103999999482767,0.030105573000014374
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep20__b3ae5954e119fa9e,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,20,981045307.0,42,success,True,True,0.2036707800525992,2.070549709176734,0.9477911646586346,121.0,45.0,76.0,76.0,0.0,76.0,0.0,4.959816454999782,4.959424737999996
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep21__f140c9b0874765f6,swiss_roll_with_hole,conventional,sigma_0.05,0.05,21,155390605.0,42,success,True,True,0.2960523384656568,2.358262516113311,0.9486836233824185,131.0,56.0,75.0,75.0,0.0,75.0,0.0,0.0352910179999526,0.0352834949999874
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep21__ab6ab3744a72ad32,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,21,155390605.0,42,success,True,True,0.6050068868119745,3.538132199018006,0.9486836233824185,122.0,47.0,75.0,75.0,0.0,75.0,0.0,5.920270497999809,5.919348361000004
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep22__0289c0e5c94437aa,swiss_roll_with_hole,conventional,sigma_0.05,0.05,22,2091148504.0,42,success,True,True,0.2960523384656568,3.9282038050475596,0.9509147701918786,137.0,57.0,80.0,80.0,0.0,80.0,0.0,0.030516623000039544,0.0305153120000341
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep22__18072bb7a4606e98,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,22,2091148504.0,42,success,True,True,0.6719582253377875,3.747065976712168,0.9509147701918786,122.0,42.0,80.0,80.0,0.0,80.0,0.0,5.269629605999398,5.268037788000015
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep23__35264a3be3f28396,swiss_roll_with_hole,conventional,sigma_0.05,0.05,23,1904206865.0,42,success,True,True,0.2960523384656568,3.0255552105840198,0.9500223114680946,153.0,65.0,88.0,88.0,0.0,88.0,0.0,0.030179916000633966,0.030178759999955673
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep23__8ca05981553aaf96,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,23,1904206865.0,42,success,True,True,0.3034788731876845,2.718333055556544,0.9500223114680946,132.0,44.0,88.0,88.0,0.0,88.0,0.0,5.958279132999451,5.957612315999995
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep24__28d186c56af3bdc1,swiss_roll_with_hole,conventional,sigma_0.05,0.05,24,756989273.0,42,success,True,True,0.39692685084038004,3.95824045411645,0.9495760821062026,154.0,66.0,88.0,88.0,0.0,88.0,0.0,0.03732346700053313,0.03732085100000404
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep24__79df89bdbeb32bcd,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,24,756989273.0,42,success,True,True,0.40925394650143687,3.344286901404832,0.9495760821062026,136.0,48.0,88.0,88.0,0.0,88.0,0.0,5.465770175000216,5.464906298000017
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep25__50c8c6622d831a7a,swiss_roll_with_hole,conventional,sigma_0.05,0.05,25,1802752169.0,42,success,True,True,0.337344233207979,3.746581357877555,0.9513609995537706,147.0,60.0,87.0,87.0,0.0,87.0,0.0,0.03168456899948069,0.031682472999989386
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep25__4c56a45aa551974f,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,25,1802752169.0,42,success,True,True,0.6454104904153914,3.483198515421748,0.9513609995537706,132.0,45.0,87.0,87.0,0.0,87.0,0.0,5.786696768999718,5.7861524549999785
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep26__80ba81fd5a62a1b3,swiss_roll_with_hole,conventional,sigma_0.05,0.05,26,1123439311.0,42,success,True,True,0.9779021901780283,4.248566930979092,0.9509147701918786,136.0,60.0,76.0,76.0,0.0,76.0,0.0,0.02945745600027294,0.029452285000047596
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep26__009e071fec7602d9,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,26,1123439311.0,42,success,True,True,0.4850030426861629,2.6623618843692185,0.9509147701918786,121.0,45.0,76.0,76.0,0.0,76.0,0.0,5.587529108999661,5.586449097000013
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep27__59cf2f5684f91bd9,swiss_roll_with_hole,conventional,sigma_0.05,0.05,27,1752585125.0,42,success,True,True,0.8195917824076284,5.884297500805068,0.9482373940205265,129.0,58.0,72.0,72.0,1.0,72.0,1.0,0.03159749200040096,0.03159537999999884
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep27__ff5f7e091c6523a0,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,27,1752585125.0,42,success,True,True,0.5088928703366662,2.765060093001747,0.9482373940205265,116.0,44.0,72.0,72.0,0.0,72.0,0.0,5.401225218000036,5.4003879890000235
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep28__46325681f13087ea,swiss_roll_with_hole,conventional,sigma_0.05,0.05,28,62916058.0,42,success,True,True,0.415330228051884,3.5363188711547484,0.9513609995537706,149.0,62.0,87.0,87.0,0.0,87.0,0.0,0.03810716399948433,0.038089624999997795
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep28__7dde9443159fbbd1,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,28,62916058.0,42,success,True,True,0.563150016047711,3.749042575736712,0.9513609995537706,135.0,48.0,87.0,87.0,0.0,87.0,0.0,5.435356672000125,5.43497262599999
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep29__bebb2cabeb342e8c,swiss_roll_with_hole,conventional,sigma_0.05,0.05,29,413512468.0,42,success,True,True,0.6115476151221113,5.734840694372598,0.9522534582775547,141.0,62.0,79.0,79.0,0.0,79.0,0.0,0.02995486100007838,0.02995743499997161
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep29__1b8162a77e8e574d,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,29,413512468.0,42,success,True,True,0.9119208914645505,4.9914323763787944,0.9522534582775547,121.0,42.0,79.0,79.0,0.0,79.0,0.0,4.844422146999932,4.843855710000014
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep30__850a5d57bbe544f4,swiss_roll_with_hole,conventional,sigma_0.05,0.05,30,1340098004.0,42,success,True,True,0.6281757354076491,3.8802372547614072,0.9540383757251227,147.0,63.0,84.0,84.0,0.0,84.0,0.0,0.03967887700036954,0.039640254999994795
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep30__d687b977a13bdee1,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,30,1340098004.0,42,success,True,True,0.9178196805107746,4.3230722734804115,0.9540383757251227,135.0,51.0,84.0,84.0,0.0,84.0,0.0,5.241655275000085,5.241184572999998
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep1__ae95f4ae75a08ffe,swiss_roll_with_hole,conventional,sigma_0.08,0.08,1,196004788.0,42,success,True,True,0.39692685084038004,4.60372108180135,0.9518072289156626,150.0,59.0,91.0,91.0,0.0,91.0,0.0,0.035551897999539506,0.03554972500000986
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep1__cf30d1e3c923d4d5,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,1,196004788.0,42,success,True,True,0.5618364812155363,4.243104951415941,0.9518072289156626,141.0,50.0,91.0,91.0,0.0,91.0,0.0,5.279961499999445,5.279316983000001
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep2__0db080d9de2dbfb1,swiss_roll_with_hole,conventional,sigma_0.08,0.08,2,497368779.0,42,success,True,True,0.4206438267404913,6.011426338586707,0.9473449352967426,162.0,73.0,89.0,89.0,0.0,89.0,0.0,0.031667235999520926,0.031665010999972765
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep2__a9c6bb57eb9e2abf,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,2,497368779.0,42,success,True,True,0.8575306898357713,5.2908451439810396,0.9468987059348505,140.0,51.0,89.0,89.0,0.0,89.0,0.0,4.9803943020006045,4.979845918999956
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,swiss_roll_with_hole,conventional,sigma_0.08,0.08,3,1948942752.0,42,success,True,True,0.8934322062847428,5.336559413946954,0.9482373940205265,135.0,60.0,76.0,76.0,1.0,76.0,1.0,0.030741765000129817,0.030739814000014576
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,3,1948942752.0,42,success,True,True,1.2136464585490634,6.021743898925869,0.9482373940205265,126.0,51.0,76.0,76.0,1.0,76.0,1.0,5.8052635699996245,5.804509154000016
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,swiss_roll_with_hole,conventional,sigma_0.08,0.08,4,192288271.0,42,success,True,True,0.9553575767198232,5.360422855284271,0.9446675591253905,136.0,54.0,82.0,82.0,0.0,82.0,0.0,0.032412868999927014,0.03241057100001399
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,4,192288271.0,42,success,True,True,0.8922546300481571,6.53693694538725,0.9446675591253905,129.0,48.0,82.0,82.0,1.0,82.0,1.0,6.299007665999852,6.2984515549999855
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,swiss_roll_with_hole,conventional,sigma_0.08,0.08,5,978252103.0,42,success,True,True,0.6071209469781689,5.261205886051464,0.9522534582775547,144.0,57.0,87.0,87.0,0.0,87.0,0.0,0.029737363000094774,0.02973515700000462
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,5,978252103.0,42,success,True,True,0.46952447728852675,4.575617497262451,0.9522534582775547,134.0,47.0,87.0,87.0,0.0,87.0,0.0,5.186767513000632,5.186236150000013
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,swiss_roll_with_hole,conventional,sigma_0.08,0.08,6,177057805.0,42,success,True,True,0.39692685084038004,4.91721064287122,0.9473449352967426,140.0,59.0,81.0,81.0,0.0,81.0,0.0,0.03229445200031478,0.032290625999962685
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,6,177057805.0,42,success,True,True,0.8188626671970427,4.524654423988433,0.9473449352967426,135.0,55.0,81.0,81.0,1.0,81.0,1.0,4.728695630999937,4.728368004999993
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,swiss_roll_with_hole,conventional,sigma_0.08,0.08,7,352884722.0,42,success,True,True,0.5844887076536054,6.474194005770757,0.9553770638107988,139.0,62.0,77.0,77.0,0.0,77.0,0.0,0.034973473999343696,0.03497885399997358
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,7,352884722.0,42,success,True,True,0.6258797837855883,5.829836105325679,0.9553770638107988,121.0,44.0,77.0,77.0,0.0,77.0,0.0,5.203484908000064,5.2027071320000005
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,swiss_roll_with_hole,conventional,sigma_0.08,0.08,8,2015628001.0,42,success,True,True,0.5530749407626825,5.916418551284283,0.9455600178491744,132.0,54.0,78.0,78.0,0.0,78.0,0.0,0.030083990000093763,0.03008308100004342
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,8,2015628001.0,42,success,True,True,0.6739152148326042,5.280202327967713,0.9455600178491744,128.0,50.0,78.0,78.0,0.0,78.0,0.0,5.701621059999525,5.700795899000013
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,swiss_roll_with_hole,conventional,sigma_0.08,0.08,9,268234151.0,42,success,True,True,0.5303079099803654,6.323462275664482,0.9526996876394467,153.0,65.0,88.0,88.0,0.0,88.0,0.0,0.03161572599947249,0.031614074999993136
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,9,268234151.0,42,success,True,True,0.8465110409038781,4.676969856777151,0.9526996876394467,137.0,50.0,88.0,88.0,1.0,88.0,1.0,5.070866738000404,5.070206877000032
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,swiss_roll_with_hole,conventional,sigma_0.08,0.08,10,295749546.0,42,success,True,True,0.560330066428782,5.498860103211783,0.9526996876394467,148.0,65.0,83.0,83.0,0.0,83.0,0.0,0.03172458500011999,0.03172253900004307
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,10,295749546.0,42,success,True,True,0.6633562638457633,4.471528303479326,0.9526996876394467,136.0,53.0,83.0,83.0,0.0,83.0,0.0,5.276393799999823,5.27585125600001
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,swiss_roll_with_hole,conventional,sigma_0.08,0.08,11,1808732687.0,42,success,True,True,1.0678639093305993,6.481877647910152,0.9451137884872824,136.0,61.0,75.0,75.0,0.0,75.0,0.0,0.03622139499930199,0.0362000079999234
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,11,1808732687.0,42,success,True,True,1.7073144906542668,7.208514999622048,0.9451137884872824,124.0,49.0,75.0,75.0,0.0,75.0,0.0,5.689874556999712,5.688638202999982
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,swiss_roll_with_hole,conventional,sigma_0.08,0.08,12,1180028733.0,42,success,True,True,0.7848644071915647,6.655703149275041,0.9473449352967426,142.0,66.0,76.0,76.0,0.0,76.0,0.0,0.03299551899999642,0.03297291599994878
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,12,1180028733.0,42,success,True,True,0.6065918331313984,4.9062102228091895,0.9473449352967426,121.0,44.0,77.0,77.0,0.0,77.0,0.0,4.906853014000262,4.905837934000033
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,swiss_roll_with_hole,conventional,sigma_0.08,0.08,13,71495984.0,42,success,True,True,0.4018898909983726,5.717266297597654,0.9491298527443106,152.0,62.0,90.0,90.0,0.0,90.0,0.0,0.031927975000144215,0.03192546999991919
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,13,71495984.0,42,success,True,True,0.5831742858483766,4.6018575007729865,0.9491298527443106,143.0,53.0,90.0,90.0,0.0,90.0,0.0,5.308295794000514,5.307696083999986
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,swiss_roll_with_hole,conventional,sigma_0.08,0.08,14,180491862.0,42,success,True,True,1.0688729711182283,7.584469402028992,0.9580544399821508,173.0,81.0,92.0,92.0,0.0,92.0,0.0,0.030896240999936708,0.03089402299997346
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,14,180491862.0,42,success,True,True,1.710216805622287,6.4572200243061255,0.9580544399821508,144.0,52.0,92.0,92.0,0.0,92.0,0.0,5.234544812000422,5.233722497000031
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,swiss_roll_with_hole,conventional,sigma_0.08,0.08,15,1625091122.0,42,success,True,True,0.42070471266306875,4.211273367581738,0.9491298527443106,134.0,58.0,76.0,76.0,0.0,76.0,0.0,0.0295787469995048,0.029577240999969945
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,15,1625091122.0,42,success,True,True,0.6008261744170391,6.630078315078812,0.9486836233824185,126.0,50.0,76.0,76.0,0.0,76.0,0.0,4.95022441600031,4.949630074999959
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,swiss_roll_with_hole,conventional,sigma_0.08,0.08,16,1957702076.0,42,success,True,True,0.803394444376762,5.9988579066369265,0.9504685408299867,135.0,60.0,75.0,75.0,0.0,75.0,0.0,0.03134977399986383,0.03134860699992714
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,16,1957702076.0,42,success,True,True,0.5153455442300849,4.313817242977334,0.9500223114680946,118.0,43.0,75.0,75.0,0.0,75.0,0.0,6.343644263999522,6.3431999980000455
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,swiss_roll_with_hole,conventional,sigma_0.08,0.08,17,2097784564.0,42,success,True,True,0.9455272658299867,7.556076415023945,0.9464524765729585,161.0,72.0,89.0,89.0,0.0,89.0,0.0,0.030519415999151533,0.03051789699998153
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,17,2097784564.0,42,success,True,True,1.087506586765631,6.298732823189384,0.9464524765729585,145.0,56.0,89.0,89.0,0.0,89.0,0.0,5.21179628200025,5.211315051000042
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,swiss_roll_with_hole,conventional,sigma_0.08,0.08,18,315179692.0,42,success,True,True,1.0003120900565454,6.883994591868535,0.9513609995537706,154.0,66.0,88.0,88.0,0.0,88.0,0.0,0.0334111189995383,0.03340986700004578
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,18,315179692.0,42,success,True,True,1.6680256130884308,6.8613975765062225,0.9513609995537706,136.0,48.0,88.0,88.0,0.0,88.0,0.0,5.4295407610006805,5.42841428700001
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,swiss_roll_with_hole,conventional,sigma_0.08,0.08,19,2032366198.0,42,success,True,True,0.5783921381917416,5.59729968329829,0.9571619812583668,138.0,57.0,81.0,81.0,0.0,81.0,0.0,0.029337943000427913,0.029336399000044366
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,19,2032366198.0,42,success,True,True,0.43907303322788316,3.3981895689467265,0.9571619812583668,125.0,44.0,81.0,81.0,0.0,81.0,0.0,5.0968126930001745,5.096372589999987
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,swiss_roll_with_hole,conventional,sigma_0.08,0.08,20,1111963.0,42,success,True,True,0.9842732526589533,5.461332213051381,0.9477911646586346,149.0,65.0,84.0,84.0,0.0,84.0,0.0,0.03039039800023602,0.03038011799992546
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,20,1111963.0,42,success,True,True,1.6166790644887108,5.9945810526470105,0.9477911646586346,132.0,48.0,84.0,84.0,0.0,84.0,0.0,4.453691271000025,4.452930473999913
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,swiss_roll_with_hole,conventional,sigma_0.08,0.08,21,1641694709.0,42,success,True,True,0.39692685084038004,5.212343167856524,0.9500223114680946,137.0,58.0,79.0,79.0,0.0,79.0,0.0,0.030890729999555333,0.030891617999941445
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,21,1641694709.0,42,success,True,True,0.6037455180826434,4.923126767860006,0.9486836233824185,125.0,47.0,78.0,78.0,0.0,78.0,0.0,4.108789664000142,4.108195169999931
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,swiss_roll_with_hole,conventional,sigma_0.08,0.08,22,1500074334.0,42,success,True,True,0.9190555794264696,6.0656916060058155,0.9509147701918786,146.0,61.0,85.0,85.0,0.0,85.0,0.0,0.03048865599976125,0.030486438000025373
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,22,1500074334.0,42,success,True,True,0.735057755175109,5.3794773854561235,0.9500223114680946,135.0,50.0,85.0,85.0,0.0,85.0,0.0,5.68815330400048,5.6876530150000235
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep23__37ac28fa551a0a11,swiss_roll_with_hole,conventional,sigma_0.08,0.08,23,403795832.0,42,success,True,True,0.3546373715158797,5.269235624098829,0.9513609995537706,147.0,64.0,83.0,83.0,0.0,83.0,0.0,0.03225257899975986,0.03225022000003719
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep23__32d2b4510fcaa8b2,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,23,403795832.0,42,success,True,True,0.4890603676037575,4.859542745411014,0.9513609995537706,130.0,47.0,83.0,83.0,0.0,83.0,0.0,5.16218347099948,5.161572370000044
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep24__78ec5abf3552a4c2,swiss_roll_with_hole,conventional,sigma_0.08,0.08,24,1310250441.0,42,success,True,True,0.6365010259272226,5.184775158417727,0.9518072289156626,156.0,64.0,92.0,92.0,0.0,92.0,0.0,0.03060926800026209,0.030612594999979592
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep24__df8284553cd7597c,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,24,1310250441.0,42,success,True,True,0.5097465822839169,4.416814014405626,0.9518072289156626,142.0,50.0,92.0,92.0,0.0,92.0,0.0,6.6737489729994195,6.673147022999956
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep25__93664a90b9e98175,swiss_roll_with_hole,conventional,sigma_0.08,0.08,25,1188582336.0,42,success,True,True,1.0773109726988697,8.039412233860013,0.9513609995537706,146.0,64.0,82.0,82.0,0.0,82.0,0.0,0.030308489999697485,0.0303067810000357
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep25__e1bbd4d3b5419c8f,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,25,1188582336.0,42,success,True,True,1.70426865086257,7.456780019723912,0.9513609995537706,123.0,41.0,82.0,82.0,0.0,82.0,0.0,4.877672700999938,4.8770382510000445
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep26__95704577ba05f1e8,swiss_roll_with_hole,conventional,sigma_0.08,0.08,26,2075122224.0,42,success,True,True,1.4496262191380822,5.858500220873792,0.9482373940205265,143.0,64.0,79.0,79.0,0.0,79.0,0.0,0.03383477199986373,0.03381979699997828
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep26__fa7a8ec70b64c469,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,26,2075122224.0,42,success,True,True,0.4692572966069495,4.62972374942477,0.9482373940205265,125.0,46.0,79.0,79.0,0.0,79.0,0.0,5.774653861999468,5.77400547600007
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep27__8b55170e665c79c9,swiss_roll_with_hole,conventional,sigma_0.08,0.08,27,1356405493.0,42,success,True,True,0.39692685084038004,4.481640353623984,0.9473449352967426,142.0,52.0,90.0,90.0,0.0,90.0,0.0,0.030508073999953922,0.030505382999990616
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep27__72a332ad29107928,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,27,1356405493.0,42,success,True,True,0.26143941235135815,2.7523630802138936,0.9473449352967426,132.0,42.0,90.0,90.0,0.0,90.0,0.0,5.276224839999486,5.275814566000008
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep28__444ad99ff3fbf39f,swiss_roll_with_hole,conventional,sigma_0.08,0.08,28,1210504150.0,42,success,True,True,0.7429178274856434,5.758654736434142,0.9486836233824185,146.0,63.0,83.0,83.0,0.0,83.0,0.0,0.03179773400006525,0.031796496999959345
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep28__86609f5c8a00a87b,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,28,1210504150.0,42,success,True,True,0.7754728027621707,5.563213582022714,0.9486836233824185,123.0,40.0,83.0,83.0,0.0,83.0,0.0,5.215005549000125,5.213563115999932
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep29__3ef346d69eb7867a,swiss_roll_with_hole,conventional,sigma_0.08,0.08,29,1662178307.0,42,success,True,True,0.425637565202619,3.794735591680584,0.9531459170013387,145.0,68.0,77.0,77.0,0.0,77.0,0.0,0.029458054000315315,0.029454188999920916
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep29__727ab30145a1840b,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,29,1662178307.0,42,success,True,True,0.4003586807848105,4.553976985057869,0.9531459170013387,131.0,54.0,77.0,77.0,0.0,77.0,0.0,6.303505591999965,6.302394255000081
