planned_unit_id,historical_source_run_id,dataset_id,method_id,sigma,replicate,r0_clean_match,r0_pert_match,historical_status,reconstructed_status,status_match,structural_fingerprint_match,pullback_identity_match,membership_persisted
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep26__fa7a8ec70b64c469,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep26__fa7a8ec70b64c469,swiss_roll_with_hole,f_mapper,0.08,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep27__8b55170e665c79c9,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep27__8b55170e665c79c9,swiss_roll_with_hole,conventional,0.08,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep27__72a332ad29107928,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep27__72a332ad29107928,swiss_roll_with_hole,f_mapper,0.08,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep28__444ad99ff3fbf39f,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep28__444ad99ff3fbf39f,swiss_roll_with_hole,conventional,0.08,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep28__86609f5c8a00a87b,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep28__86609f5c8a00a87b,swiss_roll_with_hole,f_mapper,0.08,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep29__3ef346d69eb7867a,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep29__3ef346d69eb7867a,swiss_roll_with_hole,conventional,0.08,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep29__727ab30145a1840b,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep29__727ab30145a1840b,swiss_roll_with_hole,f_mapper,0.08,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep30__b99d1411bd5eed32,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep30__b99d1411bd5eed32,swiss_roll_with_hole,conventional,0.08,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep30__7cb56023d07c08c1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep30__7cb56023d07c08c1,swiss_roll_with_hole,f_mapper,0.08,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep1__c4c9d27599a7b855,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep1__c4c9d27599a7b855,swiss_roll_with_hole,conventional,0.1,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep1__6314feb250cb65b5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep1__6314feb250cb65b5,swiss_roll_with_hole,f_mapper,0.1,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep2__6652364d4e613f0e,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep2__6652364d4e613f0e,swiss_roll_with_hole,conventional,0.1,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep2__4997f345a603880e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep2__4997f345a603880e,swiss_roll_with_hole,f_mapper,0.1,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep3__771b09fc98b76639,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep3__771b09fc98b76639,swiss_roll_with_hole,conventional,0.1,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep3__7fbe26c77bfe5d40,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep3__7fbe26c77bfe5d40,swiss_roll_with_hole,f_mapper,0.1,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep4__4d7c6aa6de800836,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep4__4d7c6aa6de800836,swiss_roll_with_hole,conventional,0.1,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep4__da4f3952d68a61e0,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep4__da4f3952d68a61e0,swiss_roll_with_hole,f_mapper,0.1,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep5__a3cd07991854de99,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep5__a3cd07991854de99,swiss_roll_with_hole,conventional,0.1,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep5__354b51de8cff90c1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep5__354b51de8cff90c1,swiss_roll_with_hole,f_mapper,0.1,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep6__f10ec11085013a5d,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep6__f10ec11085013a5d,swiss_roll_with_hole,conventional,0.1,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep6__74043831a7e8f54e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep6__74043831a7e8f54e,swiss_roll_with_hole,f_mapper,0.1,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep7__43c4d8dc7dfda4ef,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep7__43c4d8dc7dfda4ef,swiss_roll_with_hole,conventional,0.1,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep7__a1db47943755e656,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep7__a1db47943755e656,swiss_roll_with_hole,f_mapper,0.1,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep8__d4d96ebc5eb3d1a0,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep8__d4d96ebc5eb3d1a0,swiss_roll_with_hole,conventional,0.1,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep8__2183d3a2eee657a6,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep8__2183d3a2eee657a6,swiss_roll_with_hole,f_mapper,0.1,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep9__8027e65b3b9f3a0b,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep9__8027e65b3b9f3a0b,swiss_roll_with_hole,conventional,0.1,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep9__317bb02482296861,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep9__317bb02482296861,swiss_roll_with_hole,f_mapper,0.1,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep10__14dea71245a5d30f,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep10__14dea71245a5d30f,swiss_roll_with_hole,conventional,0.1,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep10__1b18077a1c6c94aa,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep10__1b18077a1c6c94aa,swiss_roll_with_hole,f_mapper,0.1,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep11__f5791ced90163f15,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep11__f5791ced90163f15,swiss_roll_with_hole,conventional,0.1,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep11__8e5d18b4abef3f76,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep11__8e5d18b4abef3f76,swiss_roll_with_hole,f_mapper,0.1,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep12__1159243422b72c9b,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep12__1159243422b72c9b,swiss_roll_with_hole,conventional,0.1,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep12__bc87a3a405564f1c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep12__bc87a3a405564f1c,swiss_roll_with_hole,f_mapper,0.1,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep13__61b3725bc20b4cb6,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep13__61b3725bc20b4cb6,swiss_roll_with_hole,conventional,0.1,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep13__0bd52c131ec88ad4,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep13__0bd52c131ec88ad4,swiss_roll_with_hole,f_mapper,0.1,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep14__c3c2e17089385fa6,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep14__c3c2e17089385fa6,swiss_roll_with_hole,conventional,0.1,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep14__bdc79809025feec2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep14__bdc79809025feec2,swiss_roll_with_hole,f_mapper,0.1,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep15__3be6f78b646df5d8,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep15__3be6f78b646df5d8,swiss_roll_with_hole,conventional,0.1,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep15__6ee60da5fcbb2b68,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep15__6ee60da5fcbb2b68,swiss_roll_with_hole,f_mapper,0.1,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep16__06413b8fcce4599b,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep16__06413b8fcce4599b,swiss_roll_with_hole,conventional,0.1,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep16__e28d16eb2017f7e9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep16__e28d16eb2017f7e9,swiss_roll_with_hole,f_mapper,0.1,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep17__b0e4186bd55cf930,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep17__b0e4186bd55cf930,swiss_roll_with_hole,conventional,0.1,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep17__e73903fcfc9b4191,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep17__e73903fcfc9b4191,swiss_roll_with_hole,f_mapper,0.1,17,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep18__b3b5423457f2ce8c,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep18__b3b5423457f2ce8c,swiss_roll_with_hole,conventional,0.1,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep18__83e1808566f188a6,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep18__83e1808566f188a6,swiss_roll_with_hole,f_mapper,0.1,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep19__873a8178ed331f7d,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep19__873a8178ed331f7d,swiss_roll_with_hole,conventional,0.1,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep19__4e207a47516eb8a3,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep19__4e207a47516eb8a3,swiss_roll_with_hole,f_mapper,0.1,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep20__d5579ed823670767,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep20__d5579ed823670767,swiss_roll_with_hole,conventional,0.1,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep20__9233c25b30f8de35,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep20__9233c25b30f8de35,swiss_roll_with_hole,f_mapper,0.1,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep21__2a3ee6d072e52f52,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep21__2a3ee6d072e52f52,swiss_roll_with_hole,conventional,0.1,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep21__9eac376ecd3d6056,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep21__9eac376ecd3d6056,swiss_roll_with_hole,f_mapper,0.1,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep22__79aff947e9787183,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep22__79aff947e9787183,swiss_roll_with_hole,conventional,0.1,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep22__de27e5e6b07cc6f9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep22__de27e5e6b07cc6f9,swiss_roll_with_hole,f_mapper,0.1,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep23__a64e1439df36699a,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep23__a64e1439df36699a,swiss_roll_with_hole,conventional,0.1,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep23__48e5dcffa3fc0ede,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep23__48e5dcffa3fc0ede,swiss_roll_with_hole,f_mapper,0.1,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep24__540eb4a7fbd9fa84,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep24__540eb4a7fbd9fa84,swiss_roll_with_hole,conventional,0.1,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep24__5bf4a458f046b9d5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep24__5bf4a458f046b9d5,swiss_roll_with_hole,f_mapper,0.1,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep25__e884664232afb8f4,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep25__e884664232afb8f4,swiss_roll_with_hole,conventional,0.1,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep25__1126f4bac2c7a57f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep25__1126f4bac2c7a57f,swiss_roll_with_hole,f_mapper,0.1,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep26__f587b84182f959b9,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep26__f587b84182f959b9,swiss_roll_with_hole,conventional,0.1,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep26__5917b0fa56316dae,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep26__5917b0fa56316dae,swiss_roll_with_hole,f_mapper,0.1,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep27__4546c83a86194e14,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep27__4546c83a86194e14,swiss_roll_with_hole,conventional,0.1,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep27__3f38b4db2cf67fd1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep27__3f38b4db2cf67fd1,swiss_roll_with_hole,f_mapper,0.1,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep28__f40655ef91218ceb,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep28__f40655ef91218ceb,swiss_roll_with_hole,conventional,0.1,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep28__dc43183034bf342f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep28__dc43183034bf342f,swiss_roll_with_hole,f_mapper,0.1,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep29__18b4a56b259a5f08,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep29__18b4a56b259a5f08,swiss_roll_with_hole,conventional,0.1,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep29__77cb9bafbb144cbc,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep29__77cb9bafbb144cbc,swiss_roll_with_hole,f_mapper,0.1,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep30__ecf0f0f780aed517,M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep30__ecf0f0f780aed517,swiss_roll_with_hole,conventional,0.1,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep30__83ee7f52f69f46ef,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep30__83ee7f52f69f46ef,swiss_roll_with_hole,f_mapper,0.1,30,True,True,success,success,True,True,True,True
