planned_unit_id,historical_source_run_id,dataset_id,method_id,sigma,replicate,r0_clean_match,r0_pert_match,historical_status,reconstructed_status,status_match,structural_fingerprint_match,pullback_identity_match,membership_persisted
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,unit_circle_S1,conventional,0.08,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,unit_circle_S1,f_mapper,0.08,24,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,unit_circle_S1,conventional,0.08,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,unit_circle_S1,f_mapper,0.08,25,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,unit_circle_S1,conventional,0.08,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,unit_circle_S1,f_mapper,0.08,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,unit_circle_S1,conventional,0.08,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,unit_circle_S1,f_mapper,0.08,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,unit_circle_S1,conventional,0.08,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,unit_circle_S1,f_mapper,0.08,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,unit_circle_S1,conventional,0.08,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,unit_circle_S1,f_mapper,0.08,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,unit_circle_S1,conventional,0.08,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,unit_circle_S1,f_mapper,0.08,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,unit_circle_S1,conventional,0.1,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,unit_circle_S1,f_mapper,0.1,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,unit_circle_S1,conventional,0.1,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,unit_circle_S1,f_mapper,0.1,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,unit_circle_S1,conventional,0.1,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep03,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep03,unit_circle_S1,f_mapper,0.1,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep04,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep04,unit_circle_S1,conventional,0.1,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep04,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep04,unit_circle_S1,f_mapper,0.1,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep05,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep05,unit_circle_S1,conventional,0.1,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep05,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep05,unit_circle_S1,f_mapper,0.1,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep06,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep06,unit_circle_S1,conventional,0.1,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep06,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep06,unit_circle_S1,f_mapper,0.1,6,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep07,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep07,unit_circle_S1,conventional,0.1,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep07,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep07,unit_circle_S1,f_mapper,0.1,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep08,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep08,unit_circle_S1,conventional,0.1,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep08,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep08,unit_circle_S1,f_mapper,0.1,8,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep09,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep09,unit_circle_S1,conventional,0.1,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep09,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep09,unit_circle_S1,f_mapper,0.1,9,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep10,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep10,unit_circle_S1,conventional,0.1,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep10,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep10,unit_circle_S1,f_mapper,0.1,10,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep11,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep11,unit_circle_S1,conventional,0.1,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep11,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep11,unit_circle_S1,f_mapper,0.1,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep12,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep12,unit_circle_S1,conventional,0.1,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep12,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep12,unit_circle_S1,f_mapper,0.1,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep13,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep13,unit_circle_S1,conventional,0.1,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep13,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep13,unit_circle_S1,f_mapper,0.1,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep14,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep14,unit_circle_S1,conventional,0.1,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep14,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep14,unit_circle_S1,f_mapper,0.1,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep15,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep15,unit_circle_S1,conventional,0.1,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep15,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep15,unit_circle_S1,f_mapper,0.1,15,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep16,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep16,unit_circle_S1,conventional,0.1,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep16,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep16,unit_circle_S1,f_mapper,0.1,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep17,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep17,unit_circle_S1,conventional,0.1,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep17,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep17,unit_circle_S1,f_mapper,0.1,17,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep18,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep18,unit_circle_S1,conventional,0.1,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep18,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep18,unit_circle_S1,f_mapper,0.1,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep19,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep19,unit_circle_S1,conventional,0.1,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep19,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep19,unit_circle_S1,f_mapper,0.1,19,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep20,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep20,unit_circle_S1,conventional,0.1,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep20,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep20,unit_circle_S1,f_mapper,0.1,20,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep21,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep21,unit_circle_S1,conventional,0.1,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep21,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep21,unit_circle_S1,f_mapper,0.1,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep22,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep22,unit_circle_S1,conventional,0.1,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep22,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep22,unit_circle_S1,f_mapper,0.1,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep23,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep23,unit_circle_S1,conventional,0.1,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep23,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep23,unit_circle_S1,f_mapper,0.1,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep24,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep24,unit_circle_S1,conventional,0.1,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep24,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep24,unit_circle_S1,f_mapper,0.1,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep25,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep25,unit_circle_S1,conventional,0.1,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep25,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep25,unit_circle_S1,f_mapper,0.1,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep26,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep26,unit_circle_S1,conventional,0.1,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep26,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep26,unit_circle_S1,f_mapper,0.1,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep27,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep27,unit_circle_S1,conventional,0.1,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep27,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep27,unit_circle_S1,f_mapper,0.1,27,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep28,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep28,unit_circle_S1,conventional,0.1,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep28,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep28,unit_circle_S1,f_mapper,0.1,28,True,True,fcm_non_convergence,fcm_non_convergence,True,N/A_failure,N/A_failure,N/A_failure
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep29,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep29,unit_circle_S1,conventional,0.1,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep29,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep29,unit_circle_S1,f_mapper,0.1,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep30,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep30,unit_circle_S1,conventional,0.1,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep30,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep30,unit_circle_S1,f_mapper,0.1,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.00__rep0__3b96f0f2e3f276f4,M6A2__swiss_roll_with_hole__conventional__sigma_0.00__rep0__3b96f0f2e3f276f4,swiss_roll_with_hole,conventional,0.0,0,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.00__rep0__ae0847ec6f406743,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.00__rep0__ae0847ec6f406743,swiss_roll_with_hole,f_mapper,0.0,0,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep1__585e822912d37235,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep1__585e822912d37235,swiss_roll_with_hole,conventional,0.01,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep1__bf0652bc6119fd6d,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep1__bf0652bc6119fd6d,swiss_roll_with_hole,f_mapper,0.01,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep2__96b506b9b06e78d7,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep2__96b506b9b06e78d7,swiss_roll_with_hole,conventional,0.01,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep2__aaf6e2c2e5bcb5dd,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep2__aaf6e2c2e5bcb5dd,swiss_roll_with_hole,f_mapper,0.01,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep3__0ae94d0d1e613dd1,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep3__0ae94d0d1e613dd1,swiss_roll_with_hole,conventional,0.01,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep3__0eefc3fe280b0d9a,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep3__0eefc3fe280b0d9a,swiss_roll_with_hole,f_mapper,0.01,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep4__05477d232b894911,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep4__05477d232b894911,swiss_roll_with_hole,conventional,0.01,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep4__37ea991d993b8024,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep4__37ea991d993b8024,swiss_roll_with_hole,f_mapper,0.01,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep5__c4cefaa8e4f50b28,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep5__c4cefaa8e4f50b28,swiss_roll_with_hole,conventional,0.01,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep5__81eacb8f22f5b8fe,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep5__81eacb8f22f5b8fe,swiss_roll_with_hole,f_mapper,0.01,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep6__4beca16a5612147c,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep6__4beca16a5612147c,swiss_roll_with_hole,conventional,0.01,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep6__9773d8b2ba792b18,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep6__9773d8b2ba792b18,swiss_roll_with_hole,f_mapper,0.01,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep7__5e0d3c112c3f2c0c,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep7__5e0d3c112c3f2c0c,swiss_roll_with_hole,conventional,0.01,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep7__6852ea8fc82d3257,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep7__6852ea8fc82d3257,swiss_roll_with_hole,f_mapper,0.01,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep8__1c7df33d0cfe5a22,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep8__1c7df33d0cfe5a22,swiss_roll_with_hole,conventional,0.01,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep8__ab8464d1aeab4bd2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep8__ab8464d1aeab4bd2,swiss_roll_with_hole,f_mapper,0.01,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep9__b42cf2bc7ff1d793,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep9__b42cf2bc7ff1d793,swiss_roll_with_hole,conventional,0.01,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep9__f81fdf832d137f09,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep9__f81fdf832d137f09,swiss_roll_with_hole,f_mapper,0.01,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep10__e4a3add1d0ec7e1f,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep10__e4a3add1d0ec7e1f,swiss_roll_with_hole,conventional,0.01,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep10__178ce23be7214359,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep10__178ce23be7214359,swiss_roll_with_hole,f_mapper,0.01,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep11__06e9f7482385cfd1,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep11__06e9f7482385cfd1,swiss_roll_with_hole,conventional,0.01,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep11__3470ce98d778f652,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep11__3470ce98d778f652,swiss_roll_with_hole,f_mapper,0.01,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep12__0f1a7d668f09c8bc,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep12__0f1a7d668f09c8bc,swiss_roll_with_hole,conventional,0.01,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep12__4376a70edab807c2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep12__4376a70edab807c2,swiss_roll_with_hole,f_mapper,0.01,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep13__28192938bfee802d,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep13__28192938bfee802d,swiss_roll_with_hole,conventional,0.01,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep13__4ab92120ea4381c4,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep13__4ab92120ea4381c4,swiss_roll_with_hole,f_mapper,0.01,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep14__f0d6aeedc83e5774,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep14__f0d6aeedc83e5774,swiss_roll_with_hole,conventional,0.01,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep14__a82355fb06d6d729,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep14__a82355fb06d6d729,swiss_roll_with_hole,f_mapper,0.01,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep15__a683d5bf879c35f0,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep15__a683d5bf879c35f0,swiss_roll_with_hole,conventional,0.01,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep15__9d6a7fecfc8e56a5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep15__9d6a7fecfc8e56a5,swiss_roll_with_hole,f_mapper,0.01,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep16__aec65931afbe4455,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep16__aec65931afbe4455,swiss_roll_with_hole,conventional,0.01,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep16__b92072eea25db043,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep16__b92072eea25db043,swiss_roll_with_hole,f_mapper,0.01,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep17__c635e18ed37f4d94,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep17__c635e18ed37f4d94,swiss_roll_with_hole,conventional,0.01,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep17__0fd119814c751fd5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep17__0fd119814c751fd5,swiss_roll_with_hole,f_mapper,0.01,17,True,True,success,success,True,True,True,True
