matched_index_id,historical_source_run_id,shared_construction_id,axis1_record_id,axis2_record_id,dataset_id,method_id,noise_sigma,replicate_id,clean_dataset_hash,perturbed_dataset_hash,evidence_role
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,swiss_roll_with_hole,conventional,0.08,3,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,1fefb19f6ef90c6e8c5985a455e9c849bcce960304122d0e105645a1b351af47,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,swiss_roll_with_hole,f_mapper,0.08,3,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,1fefb19f6ef90c6e8c5985a455e9c849bcce960304122d0e105645a1b351af47,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,swiss_roll_with_hole,conventional,0.08,4,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,356ad80d0c5ac069eab38e960032726cdf7ad4dd03b66bdd34375e9d74f25d3f,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,swiss_roll_with_hole,f_mapper,0.08,4,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,356ad80d0c5ac069eab38e960032726cdf7ad4dd03b66bdd34375e9d74f25d3f,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,swiss_roll_with_hole,conventional,0.08,5,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,09f5c81c6b1d720a51e92fd5514821510806a8964d4808e7745fb7af9b747ccb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,swiss_roll_with_hole,f_mapper,0.08,5,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,09f5c81c6b1d720a51e92fd5514821510806a8964d4808e7745fb7af9b747ccb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,swiss_roll_with_hole,conventional,0.08,6,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,9306fd2ebab9d555106789085eae56b3edb6aac49d52c01cd4a5ebd74200ba72,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,swiss_roll_with_hole,f_mapper,0.08,6,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,9306fd2ebab9d555106789085eae56b3edb6aac49d52c01cd4a5ebd74200ba72,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,swiss_roll_with_hole,conventional,0.08,7,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,bc5ff4bd36a487c6a5266c4a0a5f8309246df08b2ed49c5827ef86a0215bf297,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,swiss_roll_with_hole,f_mapper,0.08,7,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,bc5ff4bd36a487c6a5266c4a0a5f8309246df08b2ed49c5827ef86a0215bf297,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,swiss_roll_with_hole,conventional,0.08,8,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,bf82bcd20bf9e2623b8c75303482831e787d0e8c3ca103b83ddaee5391c0e3d3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,swiss_roll_with_hole,f_mapper,0.08,8,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,bf82bcd20bf9e2623b8c75303482831e787d0e8c3ca103b83ddaee5391c0e3d3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,swiss_roll_with_hole,conventional,0.08,9,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,eb29d98c6ac0cc3ca86150fedc7e9f4c41a3a5975edb4d6351760b2ed88becc5,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,swiss_roll_with_hole,f_mapper,0.08,9,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,eb29d98c6ac0cc3ca86150fedc7e9f4c41a3a5975edb4d6351760b2ed88becc5,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,swiss_roll_with_hole,conventional,0.08,10,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,e35dc9ddf71cf91c63248dc9314411942c6d56701ec3d4bad17b4f65197bcf55,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,swiss_roll_with_hole,f_mapper,0.08,10,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,e35dc9ddf71cf91c63248dc9314411942c6d56701ec3d4bad17b4f65197bcf55,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,swiss_roll_with_hole,conventional,0.08,11,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,aafd219b7e09a1d2e56a0328606311e3c1d2cf982a0bfe1b0869dc6e385ac016,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,swiss_roll_with_hole,f_mapper,0.08,11,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,aafd219b7e09a1d2e56a0328606311e3c1d2cf982a0bfe1b0869dc6e385ac016,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,swiss_roll_with_hole,conventional,0.08,12,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,68e31e1afcceeb6c55c16e8fa50a7ef47951ba87ace95f8d13db0bc23684813e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,swiss_roll_with_hole,f_mapper,0.08,12,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,68e31e1afcceeb6c55c16e8fa50a7ef47951ba87ace95f8d13db0bc23684813e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,swiss_roll_with_hole,conventional,0.08,13,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,a5cbbb8d466177263d277c92361d9c3af1cfa0f08d795f2e6739b80eb16cbe50,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,swiss_roll_with_hole,f_mapper,0.08,13,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,a5cbbb8d466177263d277c92361d9c3af1cfa0f08d795f2e6739b80eb16cbe50,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,swiss_roll_with_hole,conventional,0.08,14,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,6654cae1c40e2a8f04b03bac745afe2b85207376e7c163d5fbcf6cf7a9c9d8f6,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,swiss_roll_with_hole,f_mapper,0.08,14,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,6654cae1c40e2a8f04b03bac745afe2b85207376e7c163d5fbcf6cf7a9c9d8f6,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,swiss_roll_with_hole,conventional,0.08,15,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,3f39ca41cd6baf81d584533d16bebd3c6fbda190092e221d925a62eabebc6377,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,swiss_roll_with_hole,f_mapper,0.08,15,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,3f39ca41cd6baf81d584533d16bebd3c6fbda190092e221d925a62eabebc6377,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,swiss_roll_with_hole,conventional,0.08,16,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,417289f865728630f3bad7f99df648f40ecc4d103e1ddf450c0bd29d96176be1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,swiss_roll_with_hole,f_mapper,0.08,16,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,417289f865728630f3bad7f99df648f40ecc4d103e1ddf450c0bd29d96176be1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,swiss_roll_with_hole,conventional,0.08,17,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,268dc4f7378c753216d0a24561382d47bbaf607272775b54e3b39e3f29ce066a,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,swiss_roll_with_hole,f_mapper,0.08,17,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,268dc4f7378c753216d0a24561382d47bbaf607272775b54e3b39e3f29ce066a,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,swiss_roll_with_hole,conventional,0.08,18,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,735fa17ee2c9b96381ab20e493b59c78e895cde0e98c4fd72e40618b7cb5e110,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,swiss_roll_with_hole,f_mapper,0.08,18,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,735fa17ee2c9b96381ab20e493b59c78e895cde0e98c4fd72e40618b7cb5e110,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,swiss_roll_with_hole,conventional,0.08,19,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,9c0870c219ea09385333e1006fe8c82fd003ff6df12f84d1e08098471cc98fc1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,swiss_roll_with_hole,f_mapper,0.08,19,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,9c0870c219ea09385333e1006fe8c82fd003ff6df12f84d1e08098471cc98fc1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,swiss_roll_with_hole,conventional,0.08,20,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,5dca71a23361a95b3829f90d595a8301892b26eaab1040bd88c73a577c09adcd,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,swiss_roll_with_hole,f_mapper,0.08,20,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,5dca71a23361a95b3829f90d595a8301892b26eaab1040bd88c73a577c09adcd,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,swiss_roll_with_hole,conventional,0.08,21,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,e35c2930629b101413691fc29c359f567c11ac0144a3329bd02c12d6420126bc,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,swiss_roll_with_hole,f_mapper,0.08,21,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,e35c2930629b101413691fc29c359f567c11ac0144a3329bd02c12d6420126bc,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,swiss_roll_with_hole,conventional,0.08,22,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,4453f8692422a10bbc1154f29e938a7d291405d6d88b96d2eeee4095d22d50ee,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,,HISTORICAL_AXIS1__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,AXIS2__N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,swiss_roll_with_hole,f_mapper,0.08,22,3077d280421674a39be26ff0c74f39d5665595a6753a9e51354c8b69a15d219e,4453f8692422a10bbc1154f29e938a7d291405d6d88b96d2eeee4095d22d50ee,retrospective_axis2_derivation
