matched_index_id,historical_source_run_id,shared_construction_id,axis1_record_id,axis2_record_id,dataset_id,method_id,noise_sigma,replicate_id,clean_dataset_hash,perturbed_dataset_hash,evidence_role
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep20,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep20,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep20,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep20,unit_circle_S1,conventional,0.01,20,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,b51b41524f8758a0fe7aaacb8f8190c0b5cc1d168c8507be7c2f4d195433eb83,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep20,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep20,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep20,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep20,unit_circle_S1,f_mapper,0.01,20,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,b51b41524f8758a0fe7aaacb8f8190c0b5cc1d168c8507be7c2f4d195433eb83,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep21,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep21,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep21,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep21,unit_circle_S1,conventional,0.01,21,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,cc0a329bb8b3528dd528503bd459b7f4136763ef619c6fbac5c2fcf9b3837821,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep21,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep21,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep21,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep21,unit_circle_S1,f_mapper,0.01,21,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,cc0a329bb8b3528dd528503bd459b7f4136763ef619c6fbac5c2fcf9b3837821,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep22,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep22,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep22,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep22,unit_circle_S1,conventional,0.01,22,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e7e034e8a653a77014e622021c47daf36c1653b136044d7c555278e7618e2683,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep22,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep22,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep22,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep22,unit_circle_S1,f_mapper,0.01,22,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e7e034e8a653a77014e622021c47daf36c1653b136044d7c555278e7618e2683,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep23,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep23,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep23,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep23,unit_circle_S1,conventional,0.01,23,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f6c1debeabbb7b1a184a7f8e4a304b9956da6941b885205b2824d3226859eb5e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep23,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep23,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep23,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep23,unit_circle_S1,f_mapper,0.01,23,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f6c1debeabbb7b1a184a7f8e4a304b9956da6941b885205b2824d3226859eb5e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep24,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep24,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep24,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep24,unit_circle_S1,conventional,0.01,24,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,557f2e2ee2fab22f2e76224d58606be2c875062617719f08ed97de4fc398b4f7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep24,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep24,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep24,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep24,unit_circle_S1,f_mapper,0.01,24,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,557f2e2ee2fab22f2e76224d58606be2c875062617719f08ed97de4fc398b4f7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep25,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep25,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep25,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep25,unit_circle_S1,conventional,0.01,25,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a468dbdcb60d1714aaabbc9ad7bc056d85e373fe95b24121f8a08df961283473,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep25,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep25,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep25,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep25,unit_circle_S1,f_mapper,0.01,25,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a468dbdcb60d1714aaabbc9ad7bc056d85e373fe95b24121f8a08df961283473,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep26,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep26,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep26,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep26,unit_circle_S1,conventional,0.01,26,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e8951f5282df6b74759b4f04a004f076aaef08c452da16368147ecacbb354b84,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep26,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep26,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep26,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep26,unit_circle_S1,f_mapper,0.01,26,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e8951f5282df6b74759b4f04a004f076aaef08c452da16368147ecacbb354b84,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep27,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep27,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep27,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep27,unit_circle_S1,conventional,0.01,27,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,5a021ff715778c22493909070673b37361c503cf526a893910f3128bd8a8b520,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep27,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep27,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep27,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep27,unit_circle_S1,f_mapper,0.01,27,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,5a021ff715778c22493909070673b37361c503cf526a893910f3128bd8a8b520,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep28,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep28,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep28,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep28,unit_circle_S1,conventional,0.01,28,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a10f6cc3b5c459037d2a86a9de51d44a544e3ca293b1657abccf5816a5a75501,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep28,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep28,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep28,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep28,unit_circle_S1,f_mapper,0.01,28,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a10f6cc3b5c459037d2a86a9de51d44a544e3ca293b1657abccf5816a5a75501,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep29,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep29,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep29,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep29,unit_circle_S1,conventional,0.01,29,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f1c7f2a3b9914b0dd3f6d8a040d655de4858adbc06ba1eb2eface4dc770ebe19,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep29,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep29,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep29,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep29,unit_circle_S1,f_mapper,0.01,29,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f1c7f2a3b9914b0dd3f6d8a040d655de4858adbc06ba1eb2eface4dc770ebe19,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep30,M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep30,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep30,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.01__rep30,unit_circle_S1,conventional,0.01,30,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dc7d2505b83dac18aa7117fd9f273601c3b699ba80f92de82293d0eed3b5dccb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep30,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep30,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep30,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.01__rep30,unit_circle_S1,f_mapper,0.01,30,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dc7d2505b83dac18aa7117fd9f273601c3b699ba80f92de82293d0eed3b5dccb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep01,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep01,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep01,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep01,unit_circle_S1,conventional,0.03,1,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dbf585827b4d9662f10f23b20561956390f84f941620f2387d07878e42095f92,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep01,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep01,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep01,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep01,unit_circle_S1,f_mapper,0.03,1,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dbf585827b4d9662f10f23b20561956390f84f941620f2387d07878e42095f92,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep02,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep02,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep02,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep02,unit_circle_S1,conventional,0.03,2,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,23ea3842e4c3b61bd52a0708d46556c4a204a7b1b88443aea2360884830cca5a,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep02,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep02,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep02,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep02,unit_circle_S1,f_mapper,0.03,2,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,23ea3842e4c3b61bd52a0708d46556c4a204a7b1b88443aea2360884830cca5a,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep03,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep03,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep03,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep03,unit_circle_S1,conventional,0.03,3,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,442c9472ba003533f167010736fd16162b3001956d9a5bb059d2903665bbefb1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep03,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep03,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep03,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep03,unit_circle_S1,f_mapper,0.03,3,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,442c9472ba003533f167010736fd16162b3001956d9a5bb059d2903665bbefb1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep04,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep04,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep04,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep04,unit_circle_S1,conventional,0.03,4,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,88a9f92948201f3f6114332432c0f278e7c2d33b37fd3db065051bd542e60abc,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep04,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep04,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep04,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep04,unit_circle_S1,f_mapper,0.03,4,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,88a9f92948201f3f6114332432c0f278e7c2d33b37fd3db065051bd542e60abc,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep05,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep05,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep05,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep05,unit_circle_S1,conventional,0.03,5,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,6b85660bfa9dfc833bcec51abad05fb9f1bd1bc0a4ed3fd9bd0d98f095ffd283,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep05,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep05,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep05,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep05,unit_circle_S1,f_mapper,0.03,5,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,6b85660bfa9dfc833bcec51abad05fb9f1bd1bc0a4ed3fd9bd0d98f095ffd283,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep06,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep06,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep06,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep06,unit_circle_S1,conventional,0.03,6,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ec829ee0945fd3cf18dab8739dcd4ce0742e897d5bc05d56702b09f2b7157a15,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep06,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep06,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep06,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep06,unit_circle_S1,f_mapper,0.03,6,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ec829ee0945fd3cf18dab8739dcd4ce0742e897d5bc05d56702b09f2b7157a15,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep07,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep07,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep07,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep07,unit_circle_S1,conventional,0.03,7,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fd9a5dd31f992c05ce2b3405565e5f20ac84f8a115ed2f676b96a7546ff50f9d,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep07,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep07,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep07,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep07,unit_circle_S1,f_mapper,0.03,7,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fd9a5dd31f992c05ce2b3405565e5f20ac84f8a115ed2f676b96a7546ff50f9d,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep08,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep08,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep08,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep08,unit_circle_S1,conventional,0.03,8,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,6179566c17329c28d609b7ca3696dabce5f7c47f7ac7413621b3c9124777ecf4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep08,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep08,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep08,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep08,unit_circle_S1,f_mapper,0.03,8,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,6179566c17329c28d609b7ca3696dabce5f7c47f7ac7413621b3c9124777ecf4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep09,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep09,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep09,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep09,unit_circle_S1,conventional,0.03,9,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dfb603af2602be7954120e2e4c9c508e2f8d37aba8adc9c951896126357b9161,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep09,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep09,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep09,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep09,unit_circle_S1,f_mapper,0.03,9,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dfb603af2602be7954120e2e4c9c508e2f8d37aba8adc9c951896126357b9161,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep10,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep10,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep10,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep10,unit_circle_S1,conventional,0.03,10,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,82aa361899cb353ccf1d6ce669b3ff9712f32aac65db75754f9e53f93c28f784,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep10,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep10,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep10,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep10,unit_circle_S1,f_mapper,0.03,10,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,82aa361899cb353ccf1d6ce669b3ff9712f32aac65db75754f9e53f93c28f784,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep11,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep11,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep11,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep11,unit_circle_S1,conventional,0.03,11,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3977a35f5a49f88acc8259d0d9333a9c0239d7f4caf81021d4c5562368d1fe94,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep11,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep11,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep11,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep11,unit_circle_S1,f_mapper,0.03,11,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3977a35f5a49f88acc8259d0d9333a9c0239d7f4caf81021d4c5562368d1fe94,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep12,M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep12,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep12,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep12,unit_circle_S1,conventional,0.03,12,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dda56e7d4eb4a184610e48eba0d0be0544eebdb67c28211ad60489c71e12feec,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep12,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep12,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep12,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep12,unit_circle_S1,f_mapper,0.03,12,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,dda56e7d4eb4a184610e48eba0d0be0544eebdb67c28211ad60489c71e12feec,retrospective_axis2_derivation
